nohup: ignoring input
Running with pruning_method=0, pruning_rate=0.3, metric_seed=0, wandb_name=avg_loss_each_seed, on GPU=0
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/e4c7oq2d
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191527-6mya7d9n
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/6mya7d9n
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191527-x2uxcwin
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/x2uxcwin
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191528-t1ndttzo
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/t1ndttzo
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191528-vm4aohh1
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/vm4aohh1
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191529-euqz4a9s
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/euqz4a9s
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191529-e9fw8lrl
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/e9fw8lrl
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191530-r30t99zq
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/r30t99zq
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191530-wytboee9
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/wytboee9
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191530-mo3gmcj1
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/mo3gmcj1
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191531-v38hncco
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/v38hncco
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191531-icd5kj3n
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/icd5kj3n
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191531-05wxvpk0
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/05wxvpk0
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191531-hpmgwqwb
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/hpmgwqwb
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191531-y67hwgk9
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/y67hwgk9
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191531-ogixv8nh
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/ogixv8nh
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191532-1qfz832s
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/1qfz832s
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191532-dt1bjmy6
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/dt1bjmy6
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191532-ez7r0ydv
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/ez7r0ydv
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191532-fnua1xv4
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/fnua1xv4
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191532-9joi6do4
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/9joi6do4
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191532-arti5fe4
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/arti5fe4
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191532-scypkius
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/scypkius
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191532-0vdmvvc9
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/0vdmvvc9
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191532-rmomk4jf
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/rmomk4jf
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: - Waiting for wandb.init()...wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: - Waiting for wandb.init()...wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: - Waiting for wandb.init()...wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191533-2pp9kdx6
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/2pp9kdx6
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: - Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191533-5p6o2vg2
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/5p6o2vg2
wandb: - Waiting for wandb.init()...wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: - Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191533-3ayvwzue
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/3ayvwzue
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: \ Waiting for wandb.init()...wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: \ Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191533-w59a40i4
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/w59a40i4
wandb: | Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191533-m2hdmeuf
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/m2hdmeuf
wandb: \ Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191533-nopa41w7
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/nopa41w7
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: - Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191533-cszpebq8
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/cszpebq8
wandb: - Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191534-fjhibrvb
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/fjhibrvb
wandb: | Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191533-6bruoz1w
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/6bruoz1w
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191534-hag7h3fu
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/hag7h3fu
wandb: - Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: \ Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191534-9bc98959
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/9bc98959
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191534-0l3zhbgt
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/0l3zhbgt
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191534-yv961lfk
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/yv961lfk
wandb: \ Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: Currently logged in as: ziyang1 (hpi-deep-learning). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191534-ajmxt882
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
wandb: ⭐️ View project at https://wandb.ai/hpi-deep-learning/m-classification-test
wandb: 🚀 View run at https://wandb.ai/hpi-deep-learning/m-classification-test/runs/ajmxt882
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: - Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: - Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/zi/research_project/mnist/wandb/run-20250126_191534-aed3kbbh
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run avg_loss_each_seed_prune0.3_seeds1
